text,sentiment
OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them,happy
"I spent my free time over the last few days converting my server to 64bit, getting VT-x working etc just to get something to run. No Luck",sad
I had the worst dream ever: the Lakers were losing 11 : ZIP  &amp; Courney Cox had a mohawk wtf.,sad
Why cant a girl just like me for who i am and not whats in my walet?,sad
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",sad
@minauderie @oxygen8705 Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,sad
"Getting ready for work and the sun is shining, plus it's the w/e! Bgt tonight..... what am I gonna do after it's finished?!",happy
@bekimccabe true that! don't know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways,sad
@songbookbaby lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr,sad
not looking forward to dress shopping tomorrow. so afraid there's no way i'll be able to get what i want,sad
Cape Town was spitting all morning - now that im behind this desk; the sun comes out...perfect timing,happy
@Amara_angel I cant i dont have mms  but i will waer it nexxt time i see you,sad
@ammaryasir link  I need go on my laptop then sigh.,neutral
"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver.",sad
Ahh feels good to have played guitar hero after months! I suck at it now but  haha,happy
just got on twitter. no friends to add!  none of my friends are in twitter,sad
"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really.",sad
@xcharlotteyx Awww it's still not the same  I'm going to have a look though.,sad
vmware fusion seems getting slower and slower,sad
@tsarnick This year,neutral
Waiting for my driver! Hate to wait!!!!!,sad
Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!,sad
Gudafternoon twitter followers.. Hey m giving u chance now to help me get a gud placement.. m still maintaining a jobless profile... ;(,sad
@Velf79 Missed you last night hon,sad
"@colocelt My man, its like 3:30 in NJ. I have classes to worry about again",sad
"You know... time was, you could look at a Web page's source code and figure out how it worked. Now it takes a lot more effort.",neutral
wishes she would call him ...   *hc*,happy
"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",neutral
@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong),happy
@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?,sad
I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious,happy
I caaaaan't sleep.....it's 3.30am! wahhhh... i wanna cry,sad
"And apparently I misplaced my iPod, the 30 gb",sad
@gnoserif FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home,happy
very disappointed in him    gonna have to sleep it off....,sad
Is also having a lonely night.... Wishing she could go to Audun's so that she doesn't have that bad dream again...,sad
A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,sad
"@mikdev  i leave the 27th, back the 5th or 6th.",neutral
@she_shines92 aww that sucks,sad
4am foodshopping cause I was sick all day and was in hospitals  being alone blows,sad
wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,sad
you forgot your fans too!  haha,neutral
http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,happy
@heavenlykevinly You go to sleeeeeeepz,sad
@arielleGore I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,sad
I just lost a fight against @hangy on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,sad
is seriously heartbroken!!!,sad
@dragonflyeyes nick's voice still makes me wanna kill things,sad
"@tonibraxton Will you ever come to SF Bay Area to preform, i feel left out",sad
oh! i think i didnt do well on my photo editing for Db!  sorry :|,sad
Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh,sad
start work 2 moro at 6:30.  not looking forward to it,sad
@NellaGrl ...being lonely all the time.,sad
"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!",happy
O and i have to wear a damn jacket today cos i didnt notice a mark on my shirt...,neutral
God the weather in London is ammmmazing! Yet I'm on a train half the day,sad
Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it,happy
@amazondotjon Can you ask Ryan why he stopped following me on Twitter,neutral
So it's Friday... I have to keep reminding myself since every day seems the same,happy
Going to see Angels and Demons tonight. It better not scare me!!,sad
should be going to bed but cannot sleep right now.,neutral
Having horrible nightmares not gonna go back to sleep,sad
"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me",sad
i want to go to singapore but my mother seems not,happy
"is trying so hard to not worry and be at peace despite her circumstances, but wonders why some christians are the ones making it so hard.",sad
i wish i had more chicken wings,sad
"My life what a beautiful morning, i can think if no better way to ruin it than by being at work",happy
Selling 10jaffa race tickets. My friends are so heartless they wont even buy one,sad
I feel like I'm on alott of drugs,sad
asks can someone pass me some load. :| Kahit 2 pesos lang.  http://plurk.com/p/wxzyr,sad
ahhh fusterated,sad
"@bcollinstattoo yes, boo for soar throats and earaches!",sad
I think I should hire one of those tranlsators.. because no one ever understands me....,sad
http://twitpic.com/665w2 - see miles away,sad
is desperate to go to the venice beinnale,neutral
Sleep. Work tomorrow.,neutral
ouch  epic bruise between my toes and a lump just under my ankle  bad times,sad
got GREATscores. i'm off a while for exam yeaps.,neutral
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,sad
@MrDix ugly. What programmes do you have open?,sad
Owww I'm aching alll over!!,happy
massive headache. argh,sad
It's so hard to settle on a name,sad
yay it's friday... hold on I have to work tomorrow,happy
"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",happy
Heading home. Could really have done without banging my head on the way into the bus,sad
@AlexAllTimeLow awww that is very sad.  I sawwy,sad
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,sad
"feels sorry every time I'm printing out, I use like 200 new papers",sad
Doing uni work all weekend. Fun times,sad
@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses,sad
"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~",sad
First time I'm going home early  sucks to b single no one to call,sad
wish my nicky were home too,happy
@chuybe again your fault  i didnt make u leave,sad
umm...why will it not let me change my background?! im twitter-challenged.,happy
"i really want to marry leighton meester. damn, can`t take my eyes of her.",happy
@mosapp just say no reeesee cup,sad
Ill in bed my stomach is killing me,sad
hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx,happy
@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad,sad
@menace718bk Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,sad
"Housemate saw Angel &amp; Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg",sad
@blucu so u aren't going to be in Chicago,neutral
And it's starting to get cold,sad
@mikusi gawd. People still remember the preggers comment. Hate you!,sad
I think I've finally reached the point in my life where I need a nasal hair trimmer,neutral
"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",sad
@iFollowMike ugh I'm not doin too good,sad
Whyyy am I still awake when I have to work at 8?! This is not good,sad
really thinks wee callum should of got through last night,sad
its taking foreverrr for @jess_0000 to get here  im bored..,sad
I had my hair cut today and my boyfriend didn't notice....,sad
"@antwanduncan ew, tongue kiss",neutral
Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,neutral
I'm pretty sure Isis has a tapeworm.  So she's allowed to snuggle with me all she wants tonight.,sad
@smallchou I'm still working.,neutral
Did not feel like getting up,sad
is very cold,sad
"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun..",sad
"its at 3 am, im very tired but i can't sleep  but i try it",sad
"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!",happy
what a waste of lives ... http://tr.im/mLou,sad
"@mjh81 I know man, my day off and am pulling myself out of bed",sad
got such sore feet,sad
"@Wykrzyknik uff, ble litt trist av ï¿½ lese den siste tweetsen din  the challenge prooved too be tough!! :'(",sad
i cant find my itouch for the 64577 billionth time n i need it to sleep,sad
@yenbearr yis  i ryke it.,sad
"Back from A&amp;E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal",sad
I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz,sad
@Roberto958  awwww  thanks for follwin me thou. lol,happy
@roninreckless dude you didn't even say bye,happy
if not impossible,sad
sometimes spam leaks in to the message board.,neutral
"@stalyn Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more",neutral
Son's 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days,sad
@paper_hand Oops! I completely forgot!,happy
@AmalSyazwani i shorry bebeh  it okeh ada one more chance.,sad
boo for all the season finales..,sad
"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",sad
cavs got lucky 2night  lol but lebron took over and killed em another triple double,sad
"@OpheliaPunk nothing  it's sad, actually",sad
using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,happy
huhuhu still working to get new clients in motion graphics,happy
Rain rain go away,sad
@thatlass he was a very tallented man so its fitting wish I was closer to see it myself,happy
Fucking typical. GH:M arrives just as I leave for work. It's going to be a long day,sad
Is constantly listening to the @Jonasbrothers song Fly with Me...b/c it's the cutest song...&quot;Peter Pan &amp; Wendy turned out fine&quot;,happy
@Vzzzbx I'm glad/sad that it's not just me/my iPhone  #badoptus,sad
Bout to knock out. Feelin a lil sick  peace y'all,sad
need to pass the exams,neutral
Just got home after walking the dogs.  Very humid in Kaneohe.  No AC in my home    Ceiling fans work!,sad
"@Cadistra NOOOO I'll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. &gt;_&gt;",sad
FUCKSAKE i shouldn't smoke so much stuff.,sad
Every element in the DOM with children is a single parent,neutral
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,sad
slept all day.. lol. now time to start on my UN article.. what fun (: ...,happy
@zaam It's is in the July issue of OXM... so I don't have anything to link you to right now,neutral
I give in to easily,neutral
Why don't any of my friends ever miss me  why do 40 year old pervs like me  why can't I be a shape shifter ((((((((((((((((((,sad
"Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary...",sad
"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",sad
"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",happy
@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.,happy
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,sad
"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",happy
So damn tired! Another long day trw!,sad
"just woke up, I'm starving",sad
I need a present for my mom.  Could anybody help me ?!,neutral
going down the post office to try and sort this whole ebay hacker thing,sad
sore throat. Planning the TET outing to Marwell though...good times,sad
"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool",happy
Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,neutral
"@abduzeedo something wrong, layout of abduzzeedo site looks no good today, anyone?",sad
@Lara82 Yeah  He was such a good..erm...entertainment ),happy
Getting that funny feeling that usually indicates I'm sick. Great....,sad
Bacon Fail at Gulb... lack of chef,sad
"got another long day of papers and projects tomorrow  but this time one of the projects is shaving, its been like 2 mths lol. man legs.eww",sad
"@thatlass yeah, it's gonna be rubbish!",sad
@chantalclaret D; You get hate tweets  that's sasd.,sad
"@milosundae akhrnya The Hills nggi..90210-nya macet2..HIMYM cm ada season4,pdhl gw nyari season3nya",neutral
is suprisingly okay. or possibly still drunk. goodbyes suck though,sad
Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.,sad
"Wow i will be away and my &quot;expecting&quot; wife is going to be here in India, thats gonna suck since I have made her so dependent on myself",sad
i wanna go out,sad
"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her",sad
"missing my man, two months is so long to not see him",sad
Surgery when I wake up,neutral
SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl,sad
"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3",sad
Its chilly n lonley n this livingroom,sad
"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling",sad
So many farewell parties! sad to see people leaving ..,sad
@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?,happy
"http://twitpic.com/6661g - is on her last day at METRO magazine  Ta-ta, dream job. (PS: June issue out now. Czech it out!)",happy
Memphis just can't catch a break these days. My poor Tigers,sad
@lorrainelock they are having a closing down sale !    does not look good.,neutral
I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!,sad
5500 words and counting.  My hands hurt,sad
@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol,happy
I miss the Doctor Who regular series.,sad
Jeez! Little one is seriously constipated. Don't know what to do anymore. Anyone tips? It's terrible seeing him in serious pain,sad
im the only ho that didnt go to tigerheat tonite,sad
@RASHIDIAN Come hang out wif meeee,happy
"@damienmulley Yes otherdad  @katiemoffat Wait, do I go back to sleep or cause mischief?",sad
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,happy
not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked,sad
Inshalla! Devo I wont be at the Astor tonight,sad
@OpheliaPunk i wish i wasn't all  bummed but i kinda am,sad
@notmywords yup-unfortunately  Took today off work and just slept all day.,sad
iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?,sad
is feeling so bored... i miss school time,sad
Watched The Notebook last night.... Wahhhhhhh!  V good.  Cried my eyes out!  Maybe a bit too close to home I think.    Go watch!,sad
My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?,sad
"go to my father's house or not?!that is the question...domestic food and people around me vs my bed,my tv and my world...dont know",neutral
@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can't even get out of bed.,sad
"@kegrocks I did one last night  it will be available in dvd, blue ray, and digital download via the iTunes store by the end of the week",neutral
"@mrspaulkjonas No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns.",neutral
@AlexAllTimeLow aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O xxx,sad
"imissu, come back home now honey",sad
falling asleep and waking to gun shots arent fun,happy
@Zobi09 I'm concerned for that family,sad
@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.,sad
"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",sad
@grum have you seen who's knocked you off top spot on wefollow for #perth?,neutral
@etschuetz that sux  but mayb 4 the btr u nvr know,sad
@dreamsthedream @dreamsthedream @dreamsthedream I came back to Germany yesterday. My five days in the UK were over.,neutral
Cant sleeeeep &amp; i miss my long hairrr,sad
3) I really want to see &quot;Up&quot;,neutral
mom is ok so far. just missing jaron,sad
@twebbstack nuhhhh no info on ticketek yet  Heaps excited though! I dont care how much but I hope it isn't too much..,happy
just called Toyota. Car won't be ready til 5.,sad
im finally going home but didnt get to finish all my work  so ill be back tomorrow,happy
@mrcoups oh dear  not fun,sad
Can't sleep...so I'm watching HGTV. I'm afraid infomercials are about to take over,sad
"Because twitter is about being an attention whore: meet new haircut, same as the old one: http://u.nu/8748 She refused to cut a fringe",neutral
has had AWFUL hiccups today and now can't fall asleep because of them,sad
@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,happy
I guess I'm just not smoking tonight,neutral
"Use twitter, quit life",sad
"@widrfm  hey, is your site down? I was going to listen to the web stream but can't get to the site...",sad
Oh cr*p ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.,neutral
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,happy
"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha",happy
Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht,sad
"wants to move to QLD already, this cold weather is killing me",sad
"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago",sad
3/4 through project car 1.,neutral
playing bejewled on facebook.. damn it i want a higherscore!,neutral
starting to wonder if I'm going to get this job... came across as though i'd find work elsewhere if needs must... not intentionally,neutral
My truss failing  http://yfrog.com/154upj,sad
@Keiyaunna So i guess im stuck in the LOBBY,sad
365days rperss.... where are youuuuuuu,sad
stuck in huge traffic jam,sad
This porridge tastes shit! I cba with today man.,sad
Have to sell my car. It's costing me too much. Can now afford one rollerskate. Bye bye petey,sad
Lovely morning to cycle to work but met with a 29 degree office,neutral
Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.,sad
hates typing on a mac. wishing that i'll be done my english essay soon.  sleeeepy,sad
"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",happy
"going to work, it's 3:30am",neutral
seriously getting hurt.... 4 days before nationals.. what a joke,sad
@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,sad
sleep? what's sleep again? I've seem to have forgottten the meaning. too much on my mind. or it's just my usual insonmia.,sad
Now the mosquito truck is waking me up,sad
@katelynizzle haha okay you were talking about middle college grad I think and I got worried,sad
I hate tossing and turning.. Why can't i just fall asleep?,sad
Another boring meeting to attend,sad
@carocat Nooo  But hey you're back next week! Are you moving back for good?,happy
can't tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn't cover it.  urgh,happy
"Can't seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",sad
"bah, i h8 waking up",sad
@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,happy
"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)",happy
"i hate working, especially when the weather is good",sad
damn i missed @xsparkage's blogtv  i hope it was funsies?,sad
On the train now. I forgot by charger  that means no whoshere for me today till I get home haha!  but I'd still tweet u guys! xxx,neutral
"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece",sad
"@dawndela yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",sad
Back at work.....too much email in my inbox....,happy
friday night is my fav night of the week but now I have to go to stupid dog training classes,sad
"@xBellaMariex Hello Bella, why r you going to delete your account..?",sad
@HannaManna I think it goes against everything i thought the olympic spirit of Team GB is/was,sad
"Auditions are good but, Iam super nervous! That is one of my virtues",sad
nothing,neutral
@nicolepenney That sucks! I'm going to be doing summer school.  Need to catch up on several units,sad
Going to revise for physics.,sad
Have you ever stepped on a slug by accident? I just did  I hate bugs,sad
"Damn, 4got to turn off my alarm so I woke up at 5:45am",sad
I miss Cary and want to drink some chocolate milk with him.,sad
@krissysalisbury don't ask  Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!,neutral
Can't I just be a stay at home mom already,happy
this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,happy
10 days to recover from ligament damage (from now) will give me about 3 days to train for the 5k,neutral
@urbancritter I am lost. Please help me find a good home.,sad
@NellaGrl 64 degrees would be a dream. it's 75 in Boise still.,neutral
@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though,happy
im ill hate it. seeing the doc at 5 too 10.,sad
"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete",sad
Shit week all fucking week  off to the gym now with the worst headache.,sad
oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday,happy
@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool,sad
I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!,happy
feel like am at one of those gyms where the machines work you rather than you them,neutral
my eyes are streaming!! i HATE hayfever  it's so bad even my tablets aren't working!,sad
@TylerHarrell do you really smoke???,happy
@Yvette_Maree omfg are you alright?,sad
@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it,sad
is bored at school and my throat it swollen,sad
Approaching the weekend quite quickly and so much more work left to do.,sad
@Knightpkf Yay! Thank you.. Feels like ur yelling at us   LOL,happy
down with a nasty cold in cagayan de oro,sad
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,sad
My brother just woke me up to help him with his homework. I'm not happy,sad
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,sad
wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u,neutral
"@DamoDarko yep, i wish they were all playing dubiln",neutral
"and I'm so naughty I cant even take my dog, I have to sit &amp; watch how proper dog owners do it, will Brunos life ever be the same?",sad
"Ok, ahhh! Last chance to go into school before chemistry exam!!",happy
"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already",sad
I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,sad
dog just farted  so bad.....,sad
@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx,sad
"Euh, got LDAP Schema Error  Why oh Why",sad
lunch at 5.30pm!,neutral
assignments!,neutral
Sooo tired i cant believe its already dark outside i didnt even get to see the day,happy
"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email",sad
I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!,happy
@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.,sad
@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas,happy
prepare yourself,neutral
@GGSerena boo you didnt answer my text,sad
@NMaize Lucky Rob... always gettin' the T8's from Emalon,happy
@AlexAllTimeLow aw  were sad you had to leave tokyo. come back.please,sad
there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!,happy
@Silbersurfer TOLD YOU!,neutral
@BK_II It's foggy here,happy
@pyroezra but you should move here! I have school.,neutral
@dougiemcfly Aint the UK fans your fav people!?,happy
@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!,happy
"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!",sad
Well I'm going to try and sleep now I have to be at work at 9 tomorrow  and then the weekend starts!!!!  http://myloc.me/1XTs,happy
@chrissalad My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?,sad
im cold  i still cant find my hoodie,sad
Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don't ask).......I miss that so much....,neutral
@davidnikel i don't even know what sporting social enterprise means....,sad
"@Emsy Your pic didn't show up for me  Boo!!!! All the other pics on that site show up, but not yours",neutral
yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???,happy
"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",sad
@fauzims It was white...  I acidentally left it in when i was doing my colours...,sad
Going back to Manila this evening. All my trips to Cebu are so bitin.,happy
@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,happy
"I seriously hate my life: it's currently 2:42am, I have 3 finals tomorrow, and have not slept a single second",sad
@KINGmoney I'm sorry...I'll make sure I do that next time.,sad
@Kristie999 same. Was going to try warm milk but I'm lactose intolerant  haha.,sad
@lady_jane   hope yours will go away quicker than mine (10 weeks now and counting),neutral
yack yack -- resorting to these :#2&amp;!@#$%^&amp;*()etc. to stay within twitter limits?? not good,sad
I wish I could go back to bed with @wowshaggy,sad
just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2,sad
Mom has left... again,sad
Is up and I can't go to sleep!,happy
chapter 27... probably on monday. i still need more comments.,sad
Just finished watching terminator. Other than the music nothing is great,neutral
i cant afford it  go to school here ? !!,sad
"cries. AJ radio is gone  Guess I won't be DJing anymore.. until I get this fully fixed.. How are we btw? Heaps of homework, long weekend.",sad
@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,happy
"... need retail therapy, bad. AHHH.....gimme money geebus",sad
i feel less than nothin'.. lower than zero..,sad
Attempting to sleep. My puppy is sick already,sad
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him",sad
cant sleep  so tired! goodnight... maybe :/,sad
"So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!",neutral
got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,happy
"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there...",sad
@GianninaRossini blimey! You're still suffering?!!,sad
"@tsarnick Yeah, that was my thumb last night. Sorry",neutral
"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine...",sad
@SplashAdams ill be alright but the whip may not,happy
@Keiyaunna OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT,sad
@bbyowls i cant afford it  go to school here ? !!,happy
Too broke for cigarettes.,sad
@kimberly__joy i feel like red lea now,happy
squirrel! where? i hate squirrels,sad
@grantarnow WHY DIDNT I SEE YOU?,neutral
"Just watched Mall Cop. Wasn't that funny, but wasn't too bad. I guess. I kinda wish I still worked at a movie theater....",sad
Can't sleep....  &amp; why isn't my $ in my damn account!? BofA is trippin,sad
@tissuerose i'm with you in this.  i've always have prob prioritizing myself ahead of him.,sad
"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!",happy
backache,neutral
Five o'clock can't come any faster,happy
"Finishing the video. Fuck me, it's so long",sad
"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",sad
wowowee willie of fortune is just making me depressed  damn love.,sad
Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?,sad
Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,sad
I no longer have a ticket for ny,sad
The sun is shining and I'm stuck in work,sad
...I have to study ....,sad
"Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic",sad
@pyroezra idk if i could.  it would cost me soo much there.,neutral
? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,sad
"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",sad
"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",happy
Type cold in my room,sad
"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx",sad
Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it's 7 wks away  I want to go now!,happy
is MySpace mobile free? or do u have 2 have credit... cause they are liers,sad
@MaryKathrynK Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.,sad
@MAGUSWEAVER don't follow me. You will ruin my twitter experience,sad
Flight to hurghada delayed 7 hours,sad
